"";"Benin";"Burkina Faso";"Gambia";"Ghana";"Guinea";"Guinea-Bissau";"Ivory Coast";"Liberia";"Mali";"Niger";"Nigeria";"Senegal";"Sierra Leone";"Togo";"n_countries"
"Russula fulvoochrascens";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula grisea";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"Russula hiemisilvae";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Russula ingens";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula liberiensis";1;0;0;0;1;0;0;1;0;0;0;0;0;1;4
"Russula meleagris";1;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"Russula nobilis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Russula ochrocephala";0;0;0;0;0;0;1;0;0;0;0;1;0;1;3
"Russula oculata";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Russula oleifera";1;1;0;0;0;0;1;0;0;0;0;0;0;1;4
"Russula parasitica";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Russula parvulospora";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula pectinata";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Russula phaeocephala";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula pruinata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Russula pseudopurpurea";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Russula purpureomutabilis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula radicans";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Russula roseostriata";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula roseovelata";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula roseoviolacea";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula rubroalba";1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"Russula sankarae";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Russula sesenagula";0;1;0;0;0;0;1;0;0;0;0;1;0;0;3
"Russula subfistulosa";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"Russula sublaevis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Russula testacea";1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"Russula turpis";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Russula vesca";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Russula virescens";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Saccharomyces cerevisiae";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Saccharomycodes ludwigii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sammeyersia grandispora";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Saprochaete gigas";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Saprochaete suaveolens";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sarcinella fumago";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Sarcinella malinensis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sarcinella mirabilis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Sarcinella pulchra";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sarcographa labyrinthica";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Sarcopodium flavolanatum";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Sarcosoma turbinatum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sarcoxylon deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sarocladium kiliense";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Sarocladium oryzae";0;0;1;0;1;0;0;0;0;0;1;0;1;0;4
"Sarocladium strictum";0;1;0;1;0;0;0;0;0;0;0;0;0;0;2
"Saturnispora halmiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Schiffnerula anisophylleae";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Schiffnerula cassiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Schiffnerula hippocrateae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Schiffnerula periplocae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Schiffnerula psychotriae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Schiffnerula ricini";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Schiffnerula salaciae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Schiffnerula scopariae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Schiffnerula solani";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Schiffnerula spigeliae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Schistophoron tenue";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Schizophyllum commune";1;1;0;1;1;0;1;0;1;0;1;1;1;1;10
"Schizophyllum flabellare";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Schizostoma laceratum";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Schizothyrella angustispora";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Schizothyrium guineense";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Schizothyrium melanoplacum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Schizothyrium pomi";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Schizothyrium rufulum";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Schizoxylon pruiniferum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Schulzeria striata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Scleroderma bermudense";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Scleroderma cepa";1;0;0;0;1;0;1;0;0;0;0;0;0;0;3
"Scleroderma citrinum";0;0;0;1;0;0;1;0;0;0;0;0;0;1;3
"Scleroderma dictyosporum";1;1;0;1;1;0;0;0;0;0;0;1;0;1;6
"Scleroderma verrucosum";0;1;0;0;1;0;1;0;0;0;0;1;1;0;5
"Sclerographiopsis dalbergiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sclerographium phyllanthicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sclerospora graminicola";1;1;1;1;1;0;1;0;1;1;1;1;1;1;12
"Sclerotinia ricini";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Sclerotium coffeicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sclerotium delphinii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Scolecopeltidium guineense";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Scolecostigmina afzeliae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Scolecostigmina combreti";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Scolecostigmina mangiferae";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Scolecostigmina palmivora";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Scopulariopsis ivorensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Scorias brasiliensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Scutellinia cubensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Scutellospora aurigloba";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Scutellospora calospora";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Scutellospora coralloidea";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Scutellospora fulgida";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Scutellospora gregaria";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Scutellospora verrucosa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Scutopeltis alafiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Scytinostroma africanogalactinum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Scytinostroma duriusculum";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"Scytinostroma phaeosarcum";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"Scytinostroma renisporum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sebacina fuliginea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Secoliga deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Segestria octomera";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Segestria rubentior";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Selenophoma elaeidis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Senegalosporites costatus";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Sepedonium ochraceum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Septobasidium pseudopedicellatum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Septoglomus deserticola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Septoglomus viscosum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Septonema loranthi";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Septoria ampelina";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Septoria aspiliae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Septoria cichori";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Septoria convolvuli";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Septoria emiliae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Septoria jussiaeae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Septoria lactucae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Septoria lycopersici";0;0;0;1;1;0;1;0;0;0;0;0;0;0;3
"Septoria maydis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Septoria naucleae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Septoria nesodes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Septoria obsidionis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Septoria oligostegia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Septoria oryzae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Septoria petrakiana";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Septoria setariicola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Septoria vignae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Septoria zeicola";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Septoriella philippinensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Septotrapelia usnica";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Serpula similis";0;0;0;1;0;0;1;0;0;0;1;0;1;0;4
"Setameliola argentina";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Setameliola kaduae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Setulipes afibulatus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Setulipes hakgalensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Seynesia nobilis";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Sidera vulgaris";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Sieverdingia tortuosa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Simplicillium lamellicola";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Skierka congensis";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Solicorynespora foveolata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sorataea baphiae";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"Sorataea ostryoderridis";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Spadicoides afzeliae";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Spegazzinia deightonii";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Spegazzinia meliolae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Spegazzinia tessarthra";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Speiropsis pedatospora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Spermosporella aggregata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spermosporella pulvinata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sphacelia oryzae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sphaceloma lophirae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sphaerellopsis filum";0;0;0;1;0;0;1;0;0;0;0;1;1;0;4
"Sphaerobolus stellatus";1;0;0;1;0;0;0;0;0;0;1;0;0;1;4
"Sphaeromma furcatiseta";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sphaeronaema mirabile";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sphaeronaema oryzae";0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
"Sphaerophragmium acaciae";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Sphaerophragmium annulatipes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sphaerophragmium chevalieri";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Sphaerophragmium dalbergiae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sphaerophragmium evernium";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Sphaerophragmium gerstneri";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sphaerophragmium guineense";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sphaerophragmium longicorne";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sphaerophragmium millettiae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sphaerophragmium xylopiae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sphaerulina coffeicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sphaerulina oryzina";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Sphenorchidium deightonii";0;0;0;0;1;0;1;0;0;0;0;0;1;0;3
"Spiloma effusum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spiloma inustum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spinulosphaeria thaxteri";0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
"Spinulospora pucciniiphila";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spiropes deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spiropes dorycarpus";0;0;0;1;0;0;0;0;0;0;1;0;1;1;4
"Spiropes effusus";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Spiropes guareicola";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Spiropes helleri";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Spiropes japonicus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spiropes leonensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Spiropes melanoplaca";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Spiropes palmetto";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Spiropes penicillium";0;0;0;1;0;0;1;0;0;0;1;0;1;0;4
"Spiropes pirozynskii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporhelminthium triumfettae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporidesmiella hyalosperma";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sporidesmium acutisporum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium bicolor";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporidesmium bombacis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium brachystegiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium cajani";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium cookei";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sporidesmium deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium eupatoriicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium ghanaense";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Sporidesmium jasminicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporidesmium longirostratum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium macrurum";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Sporidesmium njalaense";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium raphiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium tenuisporum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium tropicale";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Sporidesmium uapacae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporidesmium uvariicola";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Sporidesmium vagum";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Sporidesmium verrucisporum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporisorium anadelphiae-trichaetae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sporisorium andropogonis";0;0;1;0;1;0;0;0;0;0;0;0;1;1;4
"Sporisorium andropogonis-tectorum";0;0;0;1;0;0;0;0;0;0;1;0;1;1;4
"Sporisorium anthephorae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Sporisorium barcinonense";0;0;0;1;1;0;0;0;0;0;0;0;1;1;4
"Sporisorium chudaei";0;0;0;1;0;0;0;0;0;0;1;0;0;1;3
"Sporisorium cruentum";1;0;0;1;1;0;0;0;1;1;1;0;0;1;7
"Sporisorium elegantis";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Sporisorium fastigiatum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sporisorium flagellatum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Sporisorium ischaemi";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Sporisorium ischaemicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporisorium lanigeri";0;0;0;0;0;0;0;0;1;0;0;1;1;0;3
"Sporisorium moniliferum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Sporisorium monocymbii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Sporisorium nyassae";1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"Sporisorium ophiuri";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Sporisorium panici";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporisorium reilianum";1;1;0;1;1;0;1;0;1;1;1;1;0;1;10
"Sporisorium schweinfurthianum";0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"Sporisorium scitamineum";0;1;0;1;0;0;1;0;1;1;1;1;0;0;7
"Sporisorium sorghi";1;1;0;1;1;0;1;0;1;1;1;1;1;1;11
"Sporisorium vanderystii";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Sporopodium antoninianum";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Sporopodium leprieurii";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"Sporopodium phyllocharis";0;0;0;1;1;0;1;0;0;0;0;0;0;0;3
"Sporopodium podosphaera";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporopodium xantholeucum";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Sporoschisma hemipsilum";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Sporothrix curviconia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Sporothrix echinospora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporothrix ghanensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Sporothrix insectorum";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Stachybotrys echinatus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stachybotrys kampalensis";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Stachybotrys microsporus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stachybotrys nephrosporus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stachybotrys parvisporus";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Stachybotrys theobromae";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Stachylidium bicolor";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Stagonopsis phaseoli";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stagonospora culmicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Stagonospora manihotis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Stagonospora penniseti";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Stagonospora simplicior";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Stagonosporopsis caricae";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Stagonosporopsis cucurbitacearum";0;0;0;1;1;0;0;0;0;0;1;0;1;1;5
"Staurophallus senegalensis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Stecchericium seriatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Steccherinum confragosum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Steccherinum scalare";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stellarangia elegantissima";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stemonitis axifera";0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"Stemonitis dictyophora";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Stemonitis flavogenita";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stemonitis fusca";0;0;0;1;0;0;1;1;0;0;1;0;0;0;4
"Stemonitis herbatica";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Stemonitis pallida";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stemonitis smithii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stemonitis splendens";0;0;0;0;0;0;0;1;0;0;1;0;1;0;3
"Stemonitis splendens var. webberi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stemonitopsis aequalis";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Stemonitopsis gracilis";0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"Stemonitopsis hyperopta";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Stemonitopsis typhina";0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"Stemphylium callistephi";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Stemphylium nigricans";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Stemphylium vesicarium";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stenella africana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stenella canavaliae-roseae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Stenella constricta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stenella pterocarpi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Stenella uniformis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stenella vermiculata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stenocarpella macrospora";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Stenocarpella maydis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Stenospora uredinicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stereopsis radicans";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stereum bellum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Stereum durum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stereum hirsutum";1;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"Stereum lobatum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Stereum ostrea";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Stigmatomyces brevis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmatomyces canzonerii";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Stigmatomyces clarae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmatomyces giordanii";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"Stigmatomyces gregarius";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmatomyces livii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmatomyces longimasculus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmatomyces rampinii";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Stigmatomyces schwabianus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmatomyces senegalensis";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"Stigmatomyces typopsilopae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmina crossopterygis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmina phyllanthi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmina tamarindi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stigmochora albiziae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Stigmochora deightonii";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Stilbella burmensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stilbella dolichoderinarum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stilbocrea aterrima";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"Stilbocrea dussii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stilbohypoxylon elaeidicola";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Stilbospora terminaliae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Stilbum coffeae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Stilbum nanum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Stollia bothriochloae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Stomiopeltis lophirae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Striaticonidium cinctum";0;0;0;1;0;0;0;0;0;0;1;0;1;1;4
"Strigula antillarum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Strigula complanata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Strigula effusa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Strigula elegans var. stellata";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Strigula janeirensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Strigula macrocarpa";0;0;0;0;1;0;1;0;0;0;1;0;0;0;3
"Strigula maculata";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Strigula melanobapha";0;0;0;0;1;0;1;0;0;0;0;0;1;0;3
"Strigula multipunctata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Strigula nemathora";0;0;0;1;1;0;0;0;0;0;1;0;0;0;3
"Strigula nitidula";0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
